Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241	-59381	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241	-48272	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
IVA	2024-10-16	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45581	IVA	
ING.BR.TUC	2024-10-16	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	241	-35630	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	241	-31724	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	241	-31032	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	241	-28770	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	241	-22905	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241	-20394	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	241	-18697	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	241	-18495	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BRUTOS	2024-10-16	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
ING.BR.TUC	2024-10-16	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BR.TUC	2024-10-16	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
LEY25413DB	2024-10-16	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45581	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-16	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
IVA	2024-10-16	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45581	PERCEPCION DE IVA	
LEY25413DB	2024-10-16	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45581	IMP DEBITO	425107/00
LEY25413DB	2024-10-16	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45581	IMP DEBITO	425107/00
LEY25413DB	2024-10-16	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45581	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-16	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
ING.BRUTOS	2024-10-16	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
RECAUDACIO	2024-10-14	243095777	CO.TRF.ELE	1689140	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243092109	CO.TRF.ELE	1765050	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-17	174714126	167	2338100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-17	175458447	177	2723770	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-17	174361281	167	3063580	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-17	176355683	R86	4433700	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243109373	CO.TRF.ELE	2218300	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-17	9063492	9999	-24000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-17	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45582	COMISIONES	425102/21
IVA	2024-10-17	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45582	IVA	
ING.BR.TUC	2024-10-17	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BRUTOS	2024-10-17	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
LEY25413CR	2024-10-17	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45582	IMP CREDITO	425115/00
LEY25413CR	2024-10-17	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45582	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-17	46	R86		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BR.TUC	2024-10-17	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
IVA	2024-10-17	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45582	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-17	46	R86		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BR.TUC	2024-10-17	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BR.TUC	2024-10-17	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BRUTOS	2024-10-17	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BR.TUC	2024-10-17	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BRUTOS	2024-10-17	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BRUTOS	2024-10-17	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BRUTOS	2024-10-17	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BR.TUC	2024-10-17	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
LEY25413DB	2024-10-17	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45582	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-17	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
ING.BR.TUC	2024-10-17	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45582	IIBB TUC - 924	
ING.BRUTOS	2024-10-17	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45582	SIRCREB	
LEY25413DB	2024-10-17	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45582	IMP DEBITO	425107/00
LEY25413DB	2024-10-17	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45582	IMP DEBITO	425107/00
LEY25413DB	2024-10-17	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45582	IMP DEBITO	425107/00
RECAUDACIO	2024-10-14	243095828	CO.TRF.ELE	3156300	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-18	184924456	177	1546100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-18	184513442	I.V.A.	1583000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243093357	CO.TRF.ELE	3801940	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-18	184192316	167	2106930	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-18	184511350	I.V.A.	2367000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243093314	CO.TRF.ELE	8133730	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-15	243153900	CO.TRF.ELE	1310110	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-16	243212462	CO.TRF.ELE	1580	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-18	184250839	I.V.A.	4530260	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-18	9243762	9999	-37000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-18	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45583	COMISIONES	425102/21
LEY25413CR	2024-10-18	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45583	IMP CREDITO	425115/00
IVA	2024-10-18	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45583	IVA	
ING.BR.TUC	2024-10-18	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BR.TUC	2024-10-18	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BR.TUC	2024-10-18	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BRUTOS	2024-10-18	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BRUTOS	2024-10-18	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BR.TUC	2024-10-18	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BR.TUC	2024-10-18	46	I.V.A.	-33138	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BRUTOS	2024-10-18	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BR.TUC	2024-10-18	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BR.TUC	2024-10-18	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BRUTOS	2024-10-18	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BR.TUC	2024-10-18	46	I.V.A.	-22162	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BR.TUC	2024-10-18	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BRUTOS	2024-10-18	46	I.V.A.	-21303	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BR.TUC	2024-10-18	46	CO.TRF.ELE	-19537	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
ING.BRUTOS	2024-10-18	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BRUTOS	2024-10-18	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
LEY25413CR	2024-10-18	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45583	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-18	46	I.V.A.	-14247	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BRUTOS	2024-10-18	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
ING.BRUTOS	2024-10-18	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
IVA	2024-10-18	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45583	PERCEPCION DE IVA	
LEY25413DB	2024-10-18	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45583	IMP DEBITO	425107/00
LEY25413DB	2024-10-18	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45583	IMP DEBITO	425107/00
LEY25413DB	2024-10-18	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45583	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-18	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45583	IIBB TUC - 924	
LEY25413DB	2024-10-18	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45583	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-18	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45583	SIRCREB	
RECAUDACIO	2024-10-16	243212418	CO.TRF.ELE	833860	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-16	243207959	CO.TRF.ELE	1693120	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-16	243207978	CO.TRF.ELE	4722330	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-17	243255128	CO.TRF.ELE	1156560	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214672130	167	2307390	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-17	243254223	CO.TRF.ELE	1962040	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-18	243304090	CO.TRF.ELE	1395500	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214754337	177	2527200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-18	243311808	CO.TRF.ELE	1676910	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214633664	I.V.A.	2969340	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-18	243305203	CO.TRF.ELE	3624890	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-18	243305236	CO.TRF.ELE	4066660	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214955458	177	3101890	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214756503	177	3174150	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214675471	167	3336910	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214629195	I.V.A.	3524000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-21	243372588	CO.TRF.ELE	498700	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-21	243372569	CO.TRF.ELE	818400	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	214626763	I.V.A.	7474880	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	215090818	167	8830370	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-21	215065745	241	10807600	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-21	9484330	9999	-94000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
LEY25413CR	2024-10-21	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45586	IMP CREDITO	425115/00
COMISIONES	2024-10-21	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45586	COMISIONES	425102/21
ING.BR.TUC	2024-10-21	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BRUTOS	2024-10-21	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BRUTOS	2024-10-21	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
IVA	2024-10-21	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45586	IVA	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BR.TUC	2024-10-21	46	I.V.A.	-49336	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BR.TUC	2024-10-21	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BRUTOS	2024-10-21	46	I.V.A.	-31716	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
ING.BRUTOS	2024-10-21	46	9999	-27458	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
LEY25413CR	2024-10-21	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45586	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
ING.BR.TUC	2024-10-21	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45586	IIBB TUC - 924	
IVA	2024-10-21	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45586	PERCEPCION DE IVA	
LEY25413DB	2024-10-21	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45586	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-21	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45586	SIRCREB	
